Month,Product_Category,Previous_Sales,Seasonality_Factor,Demand
10,Confectionery,242,1.4,373
2,Beverages,317,1.1,385
2,Snacks,309,1.1,362
4,Confectionery,422,1.0,379
1,Beverages,144,1.0,165
3,Snacks,174,1.2,203
9,Beverages,90,1.3,95
7,Beverages,428,1.4,537
7,Confectionery,303,1.4,469
11,Confectionery,56,1.6,74
4,Confectionery,265,1.0,227
2,Beverages,118,1.1,139
4,Confectionery,118,1.0,136
6,Beverages,130,1.5,205
11,Beverages,79,1.6,112
11,Confectionery,122,1.6,160
3,Snacks,311,1.2,390
1,Snacks,138,1.0,113
12,Snacks,452,1.8,850
8,Beverages,257,1.2,274
12,Beverages,262,1.8,547
5,Beverages,371,1.3,477
5,Confectionery,315,1.3,364
11,Beverages,449,1.6,819
4,Confectionery,342,1.0,308
6,Confectionery,256,1.5,354
3,Snacks,382,1.2,519
9,Snacks,126,1.3,151
5,Snacks,337,1.3,422
3,Confectionery,96,1.2,108
11,Confectionery,159,1.6,215
1,Confectionery,249,1.0,203
10,Beverages,476,1.4,726
12,Confectionery,259,1.8,493
6,Snacks,425,1.5,582
2,Snacks,469,1.1,473
3,Confectionery,203,1.2,286
1,Confectionery,59,1.0,70
9,Snacks,464,1.3,596
8,Confectionery,402,1.2,540
12,Snacks,206,1.8,405
2,Beverages,310,1.1,313
12,Snacks,126,1.8,186
11,Beverages,306,1.6,419
8,Confectionery,180,1.2,245
12,Confectionery,116,1.8,228
9,Beverages,277,1.3,383
1,Confectionery,212,1.0,180
5,Beverages,64,1.3,87
8,Confectionery,281,1.2,373
11,Snacks,244,1.6,446
2,Confectionery,398,1.1,352
4,Snacks,79,1.0,84
7,Snacks,408,1.4,461
3,Beverages,387,1.2,502
12,Confectionery,380,1.8,721
5,Beverages,476,1.3,531
8,Confectionery,365,1.2,484
12,Snacks,345,1.8,513
10,Snacks,498,1.4,788
3,Confectionery,462,1.2,501
4,Confectionery,379,1.0,407
9,Beverages,269,1.3,408
7,Confectionery,426,1.4,558
1,Confectionery,196,1.0,196
12,Confectionery,308,1.8,546
4,Beverages,341,1.0,294
4,Confectionery,348,1.0,360
9,Snacks,192,1.3,273
6,Beverages,474,1.5,829
9,Beverages,284,1.3,421
12,Snacks,164,1.8,296
6,Snacks,414,1.5,675
6,Snacks,139,1.5,233
5,Confectionery,257,1.3,333
5,Snacks,213,1.3,234
2,Confectionery,133,1.1,142
8,Beverages,126,1.2,171
8,Beverages,210,1.2,261
11,Snacks,54,1.6,94
1,Confectionery,127,1.0,111
8,Snacks,140,1.2,199
5,Snacks,136,1.3,170
2,Confectionery,319,1.1,372
2,Snacks,153,1.1,135
6,Beverages,388,1.5,495
11,Snacks,224,1.6,398
9,Confectionery,103,1.3,158
1,Confectionery,437,1.0,405
12,Beverages,260,1.8,381
6,Confectionery,144,1.5,203
9,Confectionery,272,1.3,285
8,Beverages,58,1.2,61
11,Snacks,102,1.6,179
6,Beverages,126,1.5,222
3,Snacks,255,1.2,255
8,Beverages,365,1.2,448
9,Snacks,351,1.3,411
1,Beverages,359,1.0,307
12,Snacks,379,1.8,605
9,Beverages,161,1.3,215
6,Snacks,400,1.5,495
6,Beverages,214,1.5,312
12,Confectionery,328,1.8,504
4,Snacks,76,1.0,69
1,Beverages,119,1.0,104
10,Snacks,267,1.4,431
8,Snacks,499,1.2,648
2,Beverages,414,1.1,522
12,Snacks,238,1.8,408
1,Beverages,382,1.0,353
2,Confectionery,484,1.1,506
1,Snacks,355,1.0,286
1,Confectionery,173,1.0,188
9,Snacks,68,1.3,83
1,Snacks,306,1.0,283
4,Snacks,345,1.0,358
10,Beverages,465,1.4,634
6,Confectionery,71,1.5,126
7,Snacks,417,1.4,550
2,Beverages,499,1.1,573
6,Snacks,89,1.5,123
7,Beverages,87,1.4,145
10,Snacks,97,1.4,132
10,Confectionery,232,1.4,342
2,Confectionery,124,1.1,116
2,Snacks,258,1.1,310
10,Beverages,232,1.4,294
7,Snacks,484,1.4,663
12,Beverages,156,1.8,323
1,Snacks,237,1.0,281
8,Beverages,313,1.2,364
11,Confectionery,135,1.6,244
3,Snacks,373,1.2,367
11,Confectionery,380,1.6,692
6,Confectionery,186,1.5,293
9,Snacks,395,1.3,511
6,Snacks,435,1.5,754
9,Beverages,385,1.3,569
7,Beverages,144,1.4,185
9,Confectionery,375,1.3,544
2,Beverages,294,1.1,271
12,Beverages,139,1.8,282
8,Snacks,108,1.2,138
8,Beverages,452,1.2,452
2,Confectionery,77,1.1,90
12,Beverages,121,1.8,224
4,Confectionery,319,1.0,331
11,Snacks,73,1.6,107
7,Confectionery,161,1.4,204
11,Beverages,349,1.6,617
4,Snacks,105,1.0,94
4,Beverages,272,1.0,266
6,Snacks,169,1.5,273
10,Snacks,228,1.4,265
6,Beverages,337,1.5,524
10,Beverages,483,1.4,700
3,Snacks,474,1.2,610
9,Snacks,499,1.3,614
12,Beverages,330,1.8,581
10,Confectionery,421,1.4,549
11,Beverages,238,1.6,427
2,Snacks,115,1.1,107
6,Beverages,347,1.5,616
12,Confectionery,498,1.8,944
7,Beverages,469,1.4,758
12,Snacks,298,1.8,520
9,Beverages,125,1.3,151
3,Snacks,186,1.2,258
10,Snacks,213,1.4,250
3,Beverages,282,1.2,286
7,Snacks,304,1.4,391
4,Snacks,343,1.0,406
8,Confectionery,466,1.2,588
7,Confectionery,219,1.4,313
5,Confectionery,366,1.3,514
7,Confectionery,223,1.4,301
3,Snacks,394,1.2,521
12,Beverages,494,1.8,851
2,Snacks,67,1.1,83
6,Snacks,119,1.5,161
2,Snacks,387,1.1,387
3,Beverages,165,1.2,199
6,Confectionery,129,1.5,188
5,Snacks,64,1.3,88
8,Snacks,225,1.2,255
9,Confectionery,318,1.3,368
11,Snacks,168,1.6,265
3,Beverages,348,1.2,427
12,Snacks,237,1.8,365
10,Snacks,106,1.4,151
3,Confectionery,248,1.2,276
3,Snacks,66,1.2,75
6,Snacks,483,1.5,660
1,Beverages,337,1.0,395
7,Confectionery,455,1.4,683
12,Confectionery,104,1.8,169
1,Beverages,490,1.0,518
5,Snacks,318,1.3,471
10,Confectionery,352,1.4,473
8,Confectionery,136,1.2,184
4,Snacks,367,1.0,316
5,Snacks,487,1.3,714
4,Confectionery,78,1.0,79
12,Snacks,71,1.8,113
12,Confectionery,370,1.8,641
4,Snacks,334,1.0,399
12,Snacks,97,1.8,194
8,Beverages,54,1.2,66
2,Snacks,299,1.1,278
1,Beverages,212,1.0,205
3,Snacks,251,1.2,272
9,Confectionery,150,1.3,161
4,Confectionery,120,1.0,122
10,Snacks,479,1.4,774
5,Snacks,212,1.3,294
2,Confectionery,222,1.1,219
4,Snacks,190,1.0,195
2,Beverages,187,1.1,242
2,Beverages,115,1.1,137
4,Beverages,247,1.0,265
6,Beverages,377,1.5,671
7,Beverages,277,1.4,434
10,Snacks,330,1.4,394
3,Snacks,221,1.2,249
3,Beverages,365,1.2,519
10,Snacks,480,1.4,669
6,Snacks,89,1.5,112
12,Beverages,56,1.8,99
3,Snacks,223,1.2,288
2,Snacks,200,1.1,263
8,Snacks,260,1.2,290
5,Beverages,351,1.3,458
1,Snacks,135,1.0,155
3,Confectionery,446,1.2,504
10,Confectionery,302,1.4,356
8,Beverages,70,1.2,99
4,Confectionery,306,1.0,304
7,Beverages,428,1.4,599
10,Confectionery,452,1.4,663
12,Confectionery,430,1.8,620
2,Confectionery,493,1.1,635
7,Beverages,82,1.4,108
5,Beverages,309,1.3,385
5,Snacks,283,1.3,319
6,Beverages,52,1.5,74
9,Confectionery,396,1.3,577
6,Confectionery,357,1.5,599
12,Beverages,276,1.8,583
8,Beverages,333,1.2,384
7,Beverages,119,1.4,180
9,Snacks,488,1.3,636
4,Confectionery,362,1.0,406
2,Snacks,413,1.1,492
7,Snacks,303,1.4,401
6,Confectionery,193,1.5,270
1,Confectionery,73,1.0,65
11,Beverages,474,1.6,781
9,Beverages,283,1.3,436
9,Snacks,382,1.3,437
12,Beverages,224,1.8,337
2,Beverages,381,1.1,355
3,Confectionery,374,1.2,499
5,Confectionery,406,1.3,496
5,Beverages,208,1.3,240
1,Confectionery,397,1.0,373
8,Beverages,397,1.2,504
12,Confectionery,335,1.8,614
8,Confectionery,67,1.2,88
4,Confectionery,93,1.0,87
7,Confectionery,204,1.4,280
11,Beverages,404,1.6,543
10,Snacks,459,1.4,532
3,Confectionery,426,1.2,503
6,Beverages,280,1.5,386
10,Beverages,420,1.4,614
10,Confectionery,365,1.4,417
12,Snacks,451,1.8,688
9,Confectionery,274,1.3,408
1,Beverages,266,1.0,273
5,Snacks,105,1.3,148
4,Beverages,80,1.0,90
8,Confectionery,406,1.2,480
11,Snacks,108,1.6,190
12,Beverages,429,1.8,779
1,Beverages,435,1.0,386
9,Beverages,402,1.3,488
6,Confectionery,472,1.5,705
4,Snacks,494,1.0,457
12,Confectionery,284,1.8,477
9,Confectionery,156,1.3,189
11,Confectionery,240,1.6,326
5,Snacks,67,1.3,72
5,Confectionery,450,1.3,478
12,Confectionery,275,1.8,417
5,Confectionery,216,1.3,263
1,Confectionery,120,1.0,124
1,Beverages,411,1.0,359
8,Confectionery,103,1.2,142
12,Beverages,294,1.8,594
8,Confectionery,399,1.2,482
12,Snacks,125,1.8,245
6,Beverages,84,1.5,119
12,Beverages,316,1.8,463
11,Beverages,366,1.6,680
4,Beverages,349,1.0,297
2,Snacks,170,1.1,220
2,Confectionery,373,1.1,422
9,Beverages,74,1.3,88
5,Snacks,481,1.3,624
4,Beverages,209,1.0,209
10,Confectionery,133,1.4,150
1,Beverages,163,1.0,153
7,Snacks,272,1.4,417
3,Confectionery,437,1.2,526
6,Snacks,215,1.5,289
5,Confectionery,240,1.3,291
5,Confectionery,224,1.3,333
11,Confectionery,50,1.6,80
5,Beverages,436,1.3,573
1,Snacks,278,1.0,329
1,Snacks,135,1.0,125
3,Snacks,111,1.2,132
12,Confectionery,369,1.8,747
10,Beverages,450,1.4,695
4,Confectionery,431,1.0,390
5,Snacks,255,1.3,285
2,Beverages,154,1.1,182
8,Beverages,367,1.2,397
11,Beverages,340,1.6,635
11,Snacks,299,1.6,407
2,Beverages,62,1.1,63
9,Beverages,212,1.3,226
2,Confectionery,92,1.1,109
9,Confectionery,435,1.3,654
7,Beverages,489,1.4,721
8,Beverages,160,1.2,225
11,Confectionery,254,1.6,346
2,Confectionery,433,1.1,397
7,Confectionery,305,1.4,484
12,Snacks,356,1.8,731
6,Snacks,487,1.5,827
4,Confectionery,193,1.0,216
7,Beverages,195,1.4,257
4,Confectionery,440,1.0,390
2,Snacks,350,1.1,451
10,Beverages,213,1.4,275
12,Snacks,218,1.8,376
7,Beverages,347,1.4,524
8,Snacks,282,1.2,310
2,Beverages,440,1.1,545
5,Beverages,320,1.3,344
1,Beverages,109,1.0,121
7,Beverages,345,1.4,502
8,Snacks,284,1.2,350
6,Snacks,214,1.5,315
5,Beverages,243,1.3,287
6,Beverages,283,1.5,418
2,Snacks,417,1.1,449
1,Beverages,232,1.0,239
7,Beverages,382,1.4,488
7,Beverages,281,1.4,326
10,Confectionery,410,1.4,492
11,Beverages,156,1.6,269
10,Confectionery,427,1.4,483
2,Beverages,272,1.1,341
2,Snacks,129,1.1,152
1,Confectionery,283,1.0,313
10,Confectionery,430,1.4,682
8,Beverages,233,1.2,237
8,Beverages,477,1.2,646
1,Confectionery,234,1.0,234
12,Snacks,183,1.8,380
11,Snacks,269,1.6,496
8,Beverages,337,1.2,327
9,Snacks,413,1.3,511
4,Snacks,251,1.0,253
1,Beverages,419,1.0,448
1,Snacks,195,1.0,178
3,Beverages,373,1.2,403
5,Confectionery,176,1.3,217
5,Beverages,184,1.3,239
9,Confectionery,163,1.3,250
10,Confectionery,313,1.4,484
12,Snacks,113,1.8,197
2,Snacks,184,1.1,166
2,Snacks,90,1.1,85
6,Beverages,345,1.5,508
9,Snacks,52,1.3,76
1,Confectionery,450,1.0,428
9,Snacks,243,1.3,320
9,Snacks,159,1.3,239
9,Beverages,270,1.3,409
5,Beverages,419,1.3,482
9,Confectionery,417,1.3,443
11,Beverages,485,1.6,715
4,Snacks,455,1.0,490
2,Beverages,53,1.1,68
6,Confectionery,293,1.5,365
4,Snacks,439,1.0,356
6,Confectionery,215,1.5,372
3,Beverages,75,1.2,98
6,Beverages,444,1.5,797
2,Confectionery,66,1.1,69
2,Snacks,265,1.1,281
9,Beverages,141,1.3,159
7,Beverages,80,1.4,94
3,Snacks,254,1.2,314
11,Beverages,468,1.6,708
1,Confectionery,449,1.0,373
8,Beverages,256,1.2,354
6,Beverages,156,1.5,205
7,Snacks,195,1.4,300
9,Confectionery,416,1.3,493
5,Snacks,150,1.3,219
1,Beverages,417,1.0,353
12,Beverages,367,1.8,728
10,Snacks,417,1.4,489
7,Snacks,290,1.4,397
5,Snacks,460,1.3,653
3,Confectionery,296,1.2,308
12,Beverages,212,1.8,348
9,Snacks,421,1.3,627
1,Beverages,222,1.0,256
1,Confectionery,84,1.0,68
1,Confectionery,333,1.0,288
3,Confectionery,408,1.2,414
12,Confectionery,430,1.8,674
6,Beverages,407,1.5,725
10,Confectionery,442,1.4,631
11,Confectionery,448,1.6,707
3,Snacks,70,1.2,100
8,Confectionery,357,1.2,438
10,Snacks,212,1.4,315
2,Confectionery,146,1.1,149
9,Confectionery,356,1.3,440
3,Snacks,388,1.2,483
5,Confectionery,104,1.3,111
10,Beverages,382,1.4,482
8,Beverages,176,1.2,185
2,Confectionery,477,1.1,423
6,Beverages,242,1.5,368
12,Snacks,292,1.8,538
5,Confectionery,398,1.3,493
10,Confectionery,137,1.4,174
9,Snacks,385,1.3,530
12,Snacks,458,1.8,703
5,Snacks,264,1.3,345
2,Confectionery,141,1.1,171
5,Snacks,352,1.3,396
12,Snacks,284,1.8,562
4,Beverages,233,1.0,257
11,Beverages,87,1.6,114
7,Confectionery,188,1.4,212
6,Beverages,244,1.5,435
2,Beverages,64,1.1,61
12,Snacks,306,1.8,621
11,Snacks,184,1.6,301
11,Beverages,50,1.6,72
5,Beverages,98,1.3,108
7,Beverages,145,1.4,202
11,Confectionery,250,1.6,385
7,Confectionery,462,1.4,698
5,Confectionery,75,1.3,113
12,Beverages,392,1.8,791
9,Beverages,478,1.3,565
4,Confectionery,284,1.0,327
11,Confectionery,398,1.6,721
3,Beverages,293,1.2,411
4,Snacks,407,1.0,400
5,Confectionery,376,1.3,541
6,Beverages,445,1.5,691
3,Beverages,400,1.2,443
2,Snacks,465,1.1,612
4,Beverages,423,1.0,344
5,Beverages,453,1.3,509
4,Confectionery,424,1.0,490
11,Confectionery,100,1.6,131
12,Snacks,130,1.8,270
3,Snacks,85,1.2,110
8,Beverages,116,1.2,113
10,Confectionery,178,1.4,242
4,Snacks,419,1.0,461
2,Snacks,204,1.1,231
2,Snacks,294,1.1,379
1,Beverages,160,1.0,183
4,Confectionery,217,1.0,202
10,Snacks,191,1.4,222
9,Confectionery,405,1.3,620
11,Snacks,246,1.6,396
7,Snacks,158,1.4,183
12,Confectionery,425,1.8,861
10,Confectionery,128,1.4,205
7,Confectionery,439,1.4,648
7,Beverages,210,1.4,287
8,Snacks,488,1.2,623
1,Beverages,68,1.0,73
10,Confectionery,176,1.4,285
10,Snacks,254,1.4,420
8,Beverages,78,1.2,94
4,Snacks,494,1.0,552
4,Beverages,256,1.0,303
4,Confectionery,329,1.0,283
6,Beverages,200,1.5,242
7,Snacks,289,1.4,464
6,Snacks,315,1.5,414
1,Snacks,231,1.0,188
12,Snacks,154,1.8,239
8,Confectionery,474,1.2,542
10,Beverages,482,1.4,599
11,Confectionery,450,1.6,663
7,Confectionery,489,1.4,814
6,Confectionery,285,1.5,462
6,Snacks,222,1.5,361
5,Snacks,207,1.3,225
6,Snacks,221,1.5,362
12,Beverages,360,1.8,710
9,Snacks,452,1.3,625
10,Beverages,206,1.4,257
9,Snacks,307,1.3,386
10,Snacks,213,1.4,339
8,Confectionery,196,1.2,251
10,Confectionery,440,1.4,673
9,Confectionery,203,1.3,273
10,Beverages,416,1.4,570
8,Beverages,87,1.2,115
8,Snacks,180,1.2,178
1,Beverages,407,1.0,435
10,Snacks,304,1.4,510
11,Beverages,257,1.6,457
5,Beverages,499,1.3,594
4,Beverages,144,1.0,131
2,Confectionery,397,1.1,465
8,Beverages,376,1.2,522
3,Confectionery,220,1.2,272
4,Confectionery,299,1.0,302
12,Beverages,239,1.8,371
7,Snacks,248,1.4,377
10,Snacks,270,1.4,408
9,Snacks,73,1.3,112
2,Beverages,293,1.1,296
3,Snacks,472,1.2,624
4,Confectionery,373,1.0,363
10,Snacks,177,1.4,253
1,Beverages,142,1.0,159
7,Snacks,349,1.4,434
2,Confectionery,182,1.1,187
5,Beverages,104,1.3,149
1,Snacks,207,1.0,212
3,Beverages,78,1.2,78
12,Beverages,459,1.8,803
2,Beverages,260,1.1,295
1,Snacks,203,1.0,236
7,Beverages,342,1.4,419
5,Snacks,271,1.3,395
1,Confectionery,164,1.0,139
6,Snacks,486,1.5,653
5,Confectionery,207,1.3,241
3,Snacks,308,1.2,425
12,Beverages,300,1.8,474
7,Snacks,171,1.4,266
11,Beverages,348,1.6,548
10,Confectionery,312,1.4,524
9,Snacks,430,1.3,634
9,Beverages,98,1.3,139
9,Confectionery,426,1.3,635
2,Confectionery,378,1.1,438
3,Snacks,346,1.2,472
7,Confectionery,411,1.4,520
5,Beverages,126,1.3,137
2,Confectionery,487,1.1,560
3,Confectionery,176,1.2,205
10,Beverages,246,1.4,334
6,Confectionery,270,1.5,409
7,Confectionery,140,1.4,185
9,Confectionery,460,1.3,628
1,Confectionery,57,1.0,46
11,Beverages,81,1.6,153
7,Confectionery,369,1.4,604
8,Beverages,443,1.2,624
12,Confectionery,318,1.8,541
3,Confectionery,240,1.2,291
4,Confectionery,398,1.0,470
10,Confectionery,212,1.4,344
6,Beverages,110,1.5,184
10,Beverages,487,1.4,656
7,Beverages,313,1.4,449
4,Snacks,334,1.0,373
8,Confectionery,144,1.2,157
5,Confectionery,90,1.3,122
1,Beverages,463,1.0,523
4,Snacks,198,1.0,214
3,Confectionery,253,1.2,301
9,Beverages,316,1.3,424
8,Confectionery,51,1.2,73
1,Confectionery,227,1.0,236
11,Beverages,474,1.6,845
6,Beverages,243,1.5,397
9,Confectionery,436,1.3,612
7,Confectionery,385,1.4,585
4,Beverages,484,1.0,475
1,Confectionery,245,1.0,242
12,Confectionery,392,1.8,696
2,Beverages,298,1.1,266
12,Confectionery,261,1.8,421
5,Confectionery,202,1.3,226
12,Snacks,207,1.8,430
11,Beverages,411,1.6,598
5,Snacks,188,1.3,209
8,Snacks,270,1.2,274
6,Snacks,322,1.5,521
8,Confectionery,203,1.2,195
2,Confectionery,298,1.1,324
3,Snacks,328,1.2,333
6,Snacks,489,1.5,836
12,Snacks,485,1.8,1033
10,Confectionery,353,1.4,584
3,Snacks,325,1.2,380
6,Snacks,51,1.5,80
6,Beverages,137,1.5,213
2,Beverages,336,1.1,347
7,Confectionery,460,1.4,629
12,Beverages,179,1.8,266
2,Beverages,127,1.1,156
6,Beverages,309,1.5,415
1,Confectionery,290,1.0,285
3,Beverages,190,1.2,226
2,Confectionery,277,1.1,312
7,Snacks,212,1.4,334
4,Beverages,285,1.0,306
8,Confectionery,177,1.2,226
6,Beverages,249,1.5,377
12,Snacks,499,1.8,753
10,Confectionery,439,1.4,590
4,Confectionery,80,1.0,94
5,Confectionery,187,1.3,291
9,Snacks,70,1.3,99
7,Snacks,283,1.4,353
10,Snacks,251,1.4,295
9,Confectionery,328,1.3,411
7,Snacks,180,1.4,287
12,Beverages,465,1.8,911
1,Snacks,197,1.0,227
12,Confectionery,78,1.8,146
8,Beverages,410,1.2,419
4,Snacks,357,1.0,301
3,Beverages,420,1.2,412
7,Beverages,479,1.4,688
12,Confectionery,211,1.8,340
3,Beverages,406,1.2,532
8,Beverages,389,1.2,501
6,Confectionery,110,1.5,152
5,Confectionery,174,1.3,196
4,Confectionery,120,1.0,100
8,Beverages,375,1.2,492
8,Beverages,444,1.2,522
12,Beverages,413,1.8,690
1,Confectionery,292,1.0,333
9,Snacks,298,1.3,401
5,Beverages,270,1.3,353
4,Snacks,496,1.0,544
6,Confectionery,70,1.5,118
6,Beverages,436,1.5,702
2,Snacks,131,1.1,140
8,Beverages,393,1.2,448
7,Beverages,416,1.4,645
1,Beverages,59,1.0,59
5,Snacks,460,1.3,646
12,Confectionery,61,1.8,126
6,Beverages,312,1.5,545
4,Confectionery,194,1.0,176
2,Confectionery,498,1.1,479
4,Snacks,241,1.0,217
1,Snacks,299,1.0,329
7,Confectionery,163,1.4,216
2,Beverages,75,1.1,71
2,Snacks,320,1.1,295
9,Beverages,82,1.3,99
5,Beverages,111,1.3,123
2,Beverages,278,1.1,263
11,Confectionery,352,1.6,604
9,Beverages,144,1.3,151
9,Confectionery,84,1.3,92
1,Confectionery,242,1.0,275
11,Beverages,125,1.6,227
3,Beverages,428,1.2,478
4,Beverages,298,1.0,248
7,Beverages,132,1.4,199
10,Confectionery,74,1.4,97
4,Beverages,106,1.0,86
2,Beverages,81,1.1,76
7,Confectionery,368,1.4,440
6,Snacks,61,1.5,94
3,Snacks,368,1.2,511
6,Confectionery,382,1.5,640
11,Snacks,141,1.6,229
6,Confectionery,50,1.5,72
12,Beverages,484,1.8,912
5,Beverages,375,1.3,476
4,Snacks,185,1.0,166
10,Beverages,245,1.4,367
12,Snacks,182,1.8,376
1,Snacks,135,1.0,128
10,Beverages,344,1.4,547
6,Beverages,328,1.5,478
2,Snacks,373,1.1,394
3,Beverages,229,1.2,222
8,Confectionery,53,1.2,68
10,Beverages,175,1.4,275
6,Beverages,224,1.5,357
3,Confectionery,300,1.2,309
7,Beverages,70,1.4,82
4,Beverages,489,1.0,503
9,Snacks,154,1.3,192
5,Beverages,115,1.3,145
3,Beverages,492,1.2,700
2,Confectionery,312,1.1,373
11,Snacks,98,1.6,151
2,Snacks,65,1.1,57
3,Snacks,194,1.2,189
2,Beverages,389,1.1,459
4,Snacks,299,1.0,339
2,Confectionery,392,1.1,467
10,Snacks,403,1.4,542
9,Confectionery,124,1.3,130
2,Snacks,339,1.1,442
9,Snacks,466,1.3,723
6,Confectionery,331,1.5,506
1,Snacks,115,1.0,95
4,Snacks,174,1.0,176
1,Snacks,368,1.0,425
6,Beverages,136,1.5,218
4,Confectionery,90,1.0,97
3,Snacks,235,1.2,235
3,Confectionery,403,1.2,407
9,Confectionery,429,1.3,474
6,Confectionery,384,1.5,669
9,Snacks,315,1.3,413
5,Snacks,320,1.3,464
2,Confectionery,91,1.1,84
8,Beverages,142,1.2,199
5,Confectionery,234,1.3,343
2,Beverages,264,1.1,258
4,Confectionery,66,1.0,75
9,Confectionery,493,1.3,580
4,Confectionery,314,1.0,276
12,Snacks,163,1.8,265
12,Beverages,341,1.8,714
12,Beverages,341,1.8,715
4,Confectionery,97,1.0,90
2,Snacks,356,1.1,423
12,Snacks,146,1.8,281
6,Beverages,424,1.5,713
11,Snacks,144,1.6,211
2,Beverages,375,1.1,414
12,Beverages,123,1.8,236
7,Beverages,385,1.4,436
3,Snacks,117,1.2,133
3,Beverages,295,1.2,381
5,Beverages,455,1.3,532
3,Confectionery,126,1.2,178
2,Beverages,257,1.1,229
10,Beverages,421,1.4,697
9,Confectionery,303,1.3,349
2,Confectionery,270,1.1,243
11,Snacks,311,1.6,456
2,Beverages,459,1.1,562
8,Snacks,380,1.2,502
9,Snacks,393,1.3,451
7,Confectionery,308,1.4,378
3,Snacks,357,1.2,452
9,Beverages,123,1.3,157
3,Confectionery,174,1.2,233
5,Beverages,237,1.3,249
9,Beverages,303,1.3,411
12,Confectionery,496,1.8,975
3,Beverages,370,1.2,531
7,Confectionery,357,1.4,535
12,Beverages,284,1.8,456
1,Confectionery,299,1.0,252
4,Snacks,381,1.0,402
4,Beverages,447,1.0,451
7,Confectionery,394,1.4,639
8,Beverages,121,1.2,158
1,Beverages,284,1.0,285
5,Beverages,373,1.3,466
7,Confectionery,205,1.4,276
12,Snacks,443,1.8,710
4,Snacks,164,1.0,132
4,Snacks,362,1.0,372
4,Confectionery,277,1.0,245
12,Snacks,371,1.8,589
6,Confectionery,395,1.5,503
7,Beverages,294,1.4,360
2,Beverages,355,1.1,317
5,Snacks,63,1.3,87
4,Confectionery,65,1.0,62
3,Beverages,487,1.2,598
7,Confectionery,476,1.4,702
11,Confectionery,91,1.6,173
12,Beverages,159,1.8,236
6,Confectionery,327,1.5,474
7,Beverages,373,1.4,469
5,Beverages,68,1.3,87
6,Beverages,115,1.5,201
5,Confectionery,216,1.3,305
7,Beverages,122,1.4,181
2,Confectionery,452,1.1,485
11,Beverages,449,1.6,767
5,Beverages,359,1.3,379
6,Snacks,458,1.5,710
6,Snacks,161,1.5,246
5,Snacks,323,1.3,394
10,Confectionery,456,1.4,562
7,Confectionery,422,1.4,663
10,Beverages,134,1.4,154
8,Beverages,188,1.2,186
7,Beverages,88,1.4,120
5,Beverages,154,1.3,180
1,Confectionery,373,1.0,409
5,Beverages,330,1.3,452
10,Beverages,496,1.4,770
2,Snacks,463,1.1,473
5,Beverages,478,1.3,681
5,Beverages,172,1.3,256
2,Beverages,267,1.1,275
5,Confectionery,426,1.3,518
4,Snacks,110,1.0,127
1,Beverages,149,1.0,122
3,Beverages,356,1.2,401
1,Snacks,403,1.0,341
12,Beverages,442,1.8,645
11,Confectionery,253,1.6,342
5,Beverages,307,1.3,388
4,Confectionery,54,1.0,58
7,Confectionery,495,1.4,634
5,Beverages,246,1.3,364
10,Snacks,229,1.4,312
4,Confectionery,391,1.0,464
2,Snacks,182,1.1,236
4,Beverages,492,1.0,545
12,Confectionery,373,1.8,787
2,Beverages,302,1.1,359
8,Snacks,314,1.2,436
3,Beverages,142,1.2,152
9,Beverages,199,1.3,242
4,Confectionery,460,1.0,506
6,Beverages,187,1.5,272
10,Beverages,257,1.4,408
5,Beverages,174,1.3,260
10,Confectionery,283,1.4,364
1,Snacks,110,1.0,124
9,Snacks,356,1.3,398
1,Beverages,315,1.0,294
8,Confectionery,183,1.2,221
9,Beverages,367,1.3,424
9,Snacks,162,1.3,217
1,Confectionery,438,1.0,451
2,Snacks,427,1.1,414
12,Snacks,240,1.8,483
1,Confectionery,428,1.0,450
10,Confectionery,489,1.4,634
2,Beverages,236,1.1,231
10,Beverages,368,1.4,593
12,Snacks,416,1.8,849
8,Confectionery,138,1.2,147
5,Confectionery,236,1.3,249
12,Beverages,356,1.8,718
11,Snacks,483,1.6,808
7,Snacks,181,1.4,212
2,Beverages,409,1.1,465
8,Confectionery,172,1.2,202
11,Beverages,97,1.6,172
6,Beverages,337,1.5,446
8,Beverages,425,1.2,500
1,Beverages,228,1.0,196
1,Confectionery,229,1.0,270
12,Beverages,148,1.8,296
7,Confectionery,379,1.4,580
8,Beverages,83,1.2,107
3,Snacks,469,1.2,545
5,Confectionery,119,1.3,180
12,Snacks,220,1.8,328
1,Beverages,415,1.0,465
7,Beverages,321,1.4,398
5,Beverages,108,1.3,130
8,Confectionery,230,1.2,278
8,Snacks,68,1.2,90
9,Confectionery,275,1.3,405
7,Confectionery,144,1.4,208
11,Beverages,418,1.6,642
1,Snacks,346,1.0,407
3,Beverages,130,1.2,140
8,Confectionery,224,1.2,301
3,Beverages,271,1.2,339
8,Snacks,152,1.2,173
1,Beverages,103,1.0,82
5,Snacks,232,1.3,295
4,Snacks,400,1.0,364
5,Beverages,452,1.3,494
8,Confectionery,367,1.2,365
10,Beverages,404,1.4,531
4,Confectionery,398,1.0,416
11,Confectionery,492,1.6,893
4,Beverages,370,1.0,323
3,Confectionery,117,1.2,136
7,Confectionery,77,1.4,103
3,Beverages,323,1.2,389
12,Beverages,331,1.8,669
3,Beverages,409,1.2,501
11,Confectionery,452,1.6,823
